Gender,Age_Gap,Graduation_Status,Current_occupation,Spouse_Occupation_Field,Spouse_Graduation_Status,Occupation_Status,Spouse_Occupation_Status,Social_Status_preference,Marriage_Preference,Financial_Independence,Spouse_Financial_Independence,Mental_Health_Status,Spouse_Mental_Health_Preference,Consent_for_Children,Height_Difference( In Inches),Approx_Income (In Lakhs),Spouse_Income_Preference( In Lakhs),Relation_with_InLaws,Pre_Marital_Relation_Status,Spouse_Pre_Marital_Relation_Status,Time_Together_Before_Marriage,Output
1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
